Team,Season,id,firstName,lastName,sweaterNumber,positionCode,city,country,latitude,longitude
LAK,20242025,8477960,Adrian,Kempe,9,R,Kramfors,SWE,62.916667,17.666667
VGK,20242025,8477964,Ivan,Barbashev,49,C,Moscow,RUS,55.7505412,37.6174782
PIT,20242025,8477968,Alex,Nedeljkovic,39,G,Parma,USA,41.3822398,-81.7355692
PIT,20242025,8477969,Marcus,Pettersson,28,D,Skelleftea,SWE,64.7520185,20.959339
SJS,20242025,8477970,Vitek,Vanecek,41,G,Havlickuv Brod,CZE,49.606942,15.5795748
LAK,20242025,8477971,Andreas,Englund,5,D,Stockholm,SWE,59.3251172,18.0710935
BUF,20242025,8477979,Nicolas,Aube-Kubel,96,R,Slave Lake,CAN,55.2810741,-114.7717876
SEA,20242025,8477986,Brandon,Montour,62,D,Brantford,CAN,43.1408157,-80.2631733
CHI,20242025,8477987,Ryan,Donato,8,C,Boston,USA,42.3554334,-71.060511
MTL,20242025,8477989,Christian,Dvorak,28,C,Palos,USA,39.5320146,-82.0731997
TBL,20242025,8477992,Jonas,Johansson,31,G,Gavle,SWE,60.6750132,17.1467019
CGY,20242025,8477993,Justin,Kirkland,58,C,Winnipeg,CAN,49.8955367,-97.1384584
LAK,20242025,8477998,Warren,Foegele,37,L,Markham,CAN,43.8563707,-79.3376825
CBJ,20242025,8478007,Elvis,Merzlikins,90,G,Riga,LAT,56.9493977,24.1051846
NYI,20242025,8478009,Ilya,Sorokin,30,G,Mezhdurechensk,RUS,53.6863763,88.0703443
TBL,20242025,8478010,Brayden,Point,21,C,Calgary,CAN,51.0456064,-114.057541
SJS,20242025,8478013,Jake,Walman,96,D,Toronto,CAN,43.6534817,-79.3839347
OTT,20242025,8478020,Michael,Amadio,22,R,Sault Ste. Marie,CAN,46.5126554,-84.3330301
COL,20242025,8478038,Devon,Toews,7,D,Abbotsford,CAN,49.0521162,-122.329479
COL,20242025,8478039,Kaapo,Kahkonen,34,G,Helsinki,FIN,60.1674881,24.9427473
EDM,20242025,8478042,Viktor,Arvidsson,33,L,Skelleftea,SWE,64.7520185,20.959339
BUF,20242025,8478043,Sam,Lafferty,81,C,Hollidaysburg,USA,40.430774,-78.3900826
VAN,20242025,8478046,Danton,Heinen,20,L,Langley,CAN,49.1039289,-122.657047
PIT,20242025,8478047,Michael,Bunting,8,L,Scarborough,CAN,43.7729744,-79.2576479
NYR,20242025,8478048,Igor,Shesterkin,31,G,Moscow,RUS,55.7505412,37.6174782
FLA,20242025,8478055,Gustav,Forsling,42,D,Linkoping,SWE,58.4098135,15.6245252
CBJ,20242025,8478099,Kevin,Labanc,62,R,Brooklyn,USA,40.6526006,-73.9497211
VGK,20242025,8478109,Victor,Olofsson,95,R,Ornskoldsvik,SWE,63.2888613,18.7160209
MTL,20242025,8478133,Jake,Evans,71,C,Toronto,CAN,43.6534817,-79.3839347
MIN,20242025,8478136,Jake,Middleton,5,D,Wainwright,CAN,52.8402725,-110.8514344
TBL,20242025,8478178,Darren,Raddysh,43,D,Toronto,CAN,43.6534817,-79.3839347
WSH,20242025,8478233,Andrew,Mangiapane,88,L,Toronto,CAN,43.6534817,-79.3839347
ANA,20242025,8478366,Frank,Vatrano,77,R,East Longmeadow,USA,42.064906,-72.5129296
VGK,20242025,8478396,Noah,Hanifin,15,D,Boston,USA,42.3554334,-71.060511
CGY,20242025,8478397,Rasmus,Andersson,4,D,Malmo,SWE,55.6052931,13.0001566
WPG,20242025,8478398,Kyle,Connor,81,L,Shelby Township,USA,43.5974492,-86.3379509
NJD,20242025,8478399,Jonas,Siegenthaler,71,D,Zurich,SUI,47.3744489,8.5410422
BOS,20242025,8478401,Pavel,Zacha,18,C,Brno,CZE,49.1922443,16.6113382
EDM,20242025,8478402,Connor,McDavid,97,C,Richmond Hill,CAN,43.8801166,-79.4392925
VGK,20242025,8478403,Jack,Eichel,9,C,North Chelmsford,USA,42.6389798,-71.3828403
SJS,20242025,8478406,Mackenzie,Blackwood,29,G,Thunder Bay,CAN,48.406414,-89.259796
SEA,20242025,8478407,Vince,Dunn,29,D,Mississauga,CAN,43.5896231,-79.6443879
EDM,20242025,8478408,Travis,Dermott,24,D,Newmarket,CAN,44.056258,-79.461708
BUF,20242025,8478413,Jordan,Greenway,12,L,Canton,USA,40.7985464,-81.3749508
NJD,20242025,8478414,Timo,Meier,28,R,Herisau,SUI,47.38555,9.2787571
TBL,20242025,8478416,Erik,Cernak,81,D,Kosice,SVK,48.7172272,21.2496774
COL,20242025,8478420,Mikko,Rantanen,96,R,Nousiainen,FIN,60.5992408,22.0840745
FLA,20242025,8478421,A.J.,Greer,10,L,Joliette,CAN,46.0239798,-73.4419936
CAR,20242025,8478427,Sebastian,Aho,20,C,Rauma,FIN,61.1289148,21.5039401
COL,20242025,8478430,Oliver,Kylington,58,D,Stockholm,SWE,59.3251172,18.0710935
DET,20242025,8478432,Christian,Fischer,36,R,Chicago,USA,41.8755616,-87.6244212
VGK,20242025,8478434,Keegan,Kolesar,55,R,Brandon,CAN,49.8511143,-99.9608924
CGY,20242025,8478435,Dan,Vladar,80,G,Prague,CZE,50.0596288,14.4464593
NSH,20242025,8478438,Tommy,Novak,82,C,St. Paul,USA,44.9497487,-93.0931028
PHI,20242025,8478439,Travis,Konecny,11,R,London,CAN,42.9832406,-81.243372
WSH,20242025,8478440,Dylan,Strome,17,C,Mississauga,CAN,43.5896231,-79.6443879
BOS,20242025,8478443,Brandon,Carlo,25,D,Colorado Springs,USA,38.8339578,-104.825348
VAN,20242025,8478444,Brock,Boeser,6,R,Burnsville,USA,44.7670567,-93.2773887
NYI,20242025,8478445,Mathew,Barzal,13,C,Coquitlam,CAN,49.2842958,-122.793281
DAL,20242025,8478449,Roope,Hintz,24,C,Nokia,FIN,61.4781666,23.5096158
BOS,20242025,8478450,Parker,Wotherspoon,29,D,Surrey,CAN,49.1913033,-122.849143
LAK,20242025,8478452,Caleb,Jones,82,D,Arlington,USA,32.7355816,-97.1071186
VAN,20242025,8478454,Noah,Juulsen,47,D,Surrey,CAN,49.1913033,-122.849143
CAR,20242025,8478458,Jack,Roslovic,96,C,Columbus,USA,39.9622601,-83.0007065
CBJ,20242025,8478460,Zach,Werenski,8,D,Grosse Pointe,USA,42.3861485,-82.9118591
VGK,20242025,8478462,Nicolas,Roy,10,C,Amos,CAN,48.5718519,-78.1160856
PIT,20242025,8478463,Anthony,Beauvillier,72,L,Sorel-Tracy,CAN,46.0435235,-73.1165159
VAN,20242025,8478466,Daniel,Sprong,91,R,Amsterdam,NED,52.3730796,4.8924534
NSH,20242025,8478468,Jeremy,Lauzon,3,D,Val-d'Or,CAN,48.1023356,-77.7875715
OTT,20242025,8478469,Thomas,Chabot,72,D,Sainte-Marie,CAN,46.450395,-71.030731
MTL,20242025,8478470,Sam,Montembeault,35,G,Becancour,CAN,46.3415746,-72.4335088
STL,20242025,8478472,Mathieu,Joseph,71,R,Laval,CAN,45.6055889,-73.7345601
UTA,20242025,8478474,Lawson,Crouse,67,L,Mt. Brydges,CAN,42.9097165,-81.4957317
TOR,20242025,8478483,Mitch,Marner,16,R,Markham,CAN,43.8563707,-79.3376825
VGK,20242025,8478492,Ilya,Samsonov,35,G,Magnitogorsk,RUS,53.4256867,59.0507322
MIN,20242025,8478493,Joel,Eriksson Ek,14,C,Karlstad,SWE,59.3809146,13.5027631
VAN,20242025,8478498,Jake,DeBrusk,74,L,Edmonton,CAN,53.5462055,-113.491241
VGK,20242025,8478499,Adin,Hill,33,G,Comox,CAN,49.6727575,-124.9276204
CBJ,20242025,8478500,Ivan,Provorov,9,D,Yaroslavl,RUS,57.6263877,39.8933705
BUF,20242025,8478502,Dennis,Gilbert,8,D,Buffalo,USA,42.8867166,-78.8783922
MIN,20242025,8478508,Yakov,Trenin,13,C,Chelyabinsk,RUS,55.1559312,61.4012726
TBL,20242025,8478519,Anthony,Cirelli,71,C,Etobicoke,CAN,43.6435559,-79.5656326
FLA,20242025,8478542,Evan,Rodrigues,17,C,Toronto,CAN,43.6534817,-79.3839347
NYR,20242025,8478550,Artemi,Panarin,10,L,Korkino,RUS,54.889923,61.407963
PIT,20242025,8478569,Noel,Acciari,55,C,Johnston,USA,16.7524461,-169.5107016
EDM,20242025,8478585,Derek,Ryan,10,C,Spokane,USA,47.6571934,-117.42351
UTA,20242025,8478831,Kevin,Stenlund,82,C,Stockholm,SWE,59.3251172,18.0710935
SEA,20242025,8478840,Will,Borgen,3,D,Moorhead,USA,46.8739081,-96.7538674
NSH,20242025,8478851,Alexandre,Carrier,45,D,Quebec City,CAN,46.8137431,-71.2084061
PIT,20242025,8478854,Ryan,Shea,5,D,Milton,USA,42.2501425,-71.065573
VAN,20242025,8478856,Conor,Garland,8,R,Scituate,USA,42.1924492,-70.7261966
FLA,20242025,8478859,Niko,Mikkola,77,D,Kiiminki,FIN,65.1299324,25.7773028
MIN,20242025,8478864,Kirill,Kaprizov,97,L,Novokuznetsk,RUS,53.7575903,87.1358494
UTA,20242025,8478872,Karel,Vejmelka,70,G,Trebic,CZE,49.2151907,15.8816091
ANA,20242025,8478873,Troy,Terry,19,R,Denver,USA,39.7392364,-104.984862
OTT,20242025,8478874,Adam,Gaudette,81,R,Braintree,USA,42.2205956,-71.0041229
LAK,20242025,8478882,Vladislav,Gavrikov,84,D,Yaroslavl,RUS,57.6263877,39.8933705
WPG,20242025,8478891,Mason,Appleton,22,C,Green Bay,USA,44.5126379,-88.0125794
TOR,20242025,8478904,Steven,Lorentz,18,C,Kitchener,CAN,43.451291,-80.4927815
PHI,20242025,8478905,Ivan,Fedotov,82,G,Lappeenranta,FIN,61.0583713,28.1862742
WSH,20242025,8478911,Matt,Roy,3,D,Detroit,USA,42.3315509,-83.0466403
SEA,20242025,8478916,Joey,Daccord,35,G,Boston,USA,42.3554334,-71.060511
CAR,20242025,8478970,Jalen,Chatfield,5,D,Ypsilanti,USA,42.241051,-83.6117646
UTA,20242025,8478971,Connor,Ingram,39,G,Saskatoon,CAN,52.131802,-106.660767
DAL,20242025,8478975,Mason,Marchment,27,L,Uxbridge,CAN,44.1088502,-79.1226768
TOR,20242025,8479026,Philippe,Myers,51,D,Moncton,CAN,46.0985679,-64.8004265
CGY,20242025,8479066,Ryan,Lomberg,70,L,Richmond Hill,CAN,43.8801166,-79.4392925
DAL,20242025,8479193,Casey,DeSmith,1,G,Rochester,USA,43.157285,-77.615214
CGY,20242025,8479291,Kevin,Rooney,21,C,Canton,USA,40.7985464,-81.3749508
WSH,20242025,8479292,Charlie,Lindgren,79,G,Lakeville,USA,44.650051,-93.2432791
SEA,20242025,8479293,Brandon,Tanev,13,L,Toronto,CAN,43.6534817,-79.3839347
DET,20242025,8479312,Alex,Lyon,34,G,Baudette,USA,48.7124408,-94.600171
FLA,20242025,8479314,Matthew,Tkachuk,19,L,Scottsdale,USA,33.4942189,-111.926018
CHI,20242025,8479315,Joey,Anderson,22,R,Roseville,USA,38.7521235,-121.2880059
SJS,20242025,8479316,Luke,Kunin,11,C,Chesterfield,USA,37.3859982,-77.578509
TOR,20242025,8479318,Auston,Matthews,34,C,San Ramon,USA,37.7648021,-121.9544387
NYR,20242025,8479323,Adam,Fox,23,D,Jericho,USA,40.7920441,-73.5398476
NYR,20242025,8479324,Ryan,Lindgren,55,D,Burnsville,USA,44.7670567,-93.2773887
BOS,20242025,8479325,Charlie,McAvoy,73,D,Long Beach,USA,33.7690164,-118.191604
SJS,20242025,8479336,Carl,Grundstrom,91,R,Umea,SWE,63.8256568,20.2630745
DET,20242025,8479337,Alex,DeBrincat,93,R,Farmington Hills,USA,42.4853125,-83.3771553
UTA,20242025,8479343,Clayton,Keller,9,C,Chesterfield,USA,37.3859982,-77.578509
PIT,20242025,8479344,Jesse,Puljujarvi,18,R,Alvkarleby,SWE,60.583333,17.416667
WSH,20242025,8479345,Jakob,Chychrun,6,D,Boca Raton,USA,26.3586885,-80.0830984
DAL,20242025,8479351,Sam,Steel,18,C,Ardrossan,CAN,53.5517087,-113.143322
VGK,20242025,8479353,Brett,Howden,21,C,Calgary,CAN,51.0456064,-114.057541
BUF,20242025,8479359,Beck,Malenstyn,29,L,Delta,CAN,49.0846258,-123.057938
TOR,20242025,8479361,Joseph,Woll,60,G,Dardenne Prairie,USA,38.7694969,-90.7290157
BOS,20242025,8479362,Riley,Tufte,10,L,Coon Rapids,USA,45.1728923,-93.3023898
BOS,20242025,8479365,Trent,Frederic,11,C,St. Louis,USA,38.6280278,-90.1910154
BOS,20242025,8479368,Max,Jones,49,L,Rochester,USA,43.157285,-77.615214
BOS,20242025,8479369,Andrew,Peeke,52,D,Parkland,USA,26.3100794,-80.23727
NSH,20242025,8479371,Dante,Fabbro,57,D,Coquitlam,CAN,49.2842958,-122.793281
SEA,20242025,8479372,Joshua,Mahura,28,D,St. Albert,CAN,53.633239,-113.628845
WPG,20242025,8479378,Logan,Stanley,64,D,Waterloo,CAN,43.4652699,-80.5222961
SJS,20242025,8479379,Givani,Smith,54,R,Toronto,CAN,43.6534817,-79.3839347
STL,20242025,8479385,Jordan,Kyrou,25,C,Toronto,CAN,43.6534817,-79.3839347
CAR,20242025,8479388,Riley,Stillman,61,D,Peterborough,CAN,44.3048009,-78.3199496
WSH,20242025,8479390,Taylor,Raddysh,16,R,Caledon,CAN,43.875427,-79.858285
OTT,20242025,8479393,Noah,Gregor,73,L,Beaumont,CAN,53.3525496,-113.4151434
NYI,20242025,8479395,Dennis,Cholowski,25,D,Langley,CAN,49.1039289,-122.657047
COL,20242025,8479398,Samuel,Girard,49,D,Roberval,CAN,48.514785,-72.224808
WSH,20242025,8479400,Pierre-Luc,Dubois,80,L,Ste-Agathe-des-Monts,CAN,46.046072,-74.279938
CGY,20242025,8479402,Jake,Bean,24,D,Calgary,CAN,51.0456064,-114.057541
MIN,20242025,8479406,Filip,Gustavsson,32,G,Skelleftea,SWE,64.7520185,20.959339
NJD,20242025,8479407,Jesper,Bratt,63,L,Stockholm,SWE,59.3251172,18.0710935
UTA,20242025,8479410,Mikhail,Sergachev,98,D,Nizhnekamsk,RUS,55.6412879,51.8160376
NJD,20242025,8479414,Nathan,Bastian,14,R,Kitchener,CAN,43.451291,-80.4927815
BUF,20242025,8479420,Tage,Thompson,72,C,Phoenix,USA,33.4484367,-112.074141
VAN,20242025,8479425,Filip,Hronek,17,D,Hradec Kralove,CZE,50.2092113,15.8327512
EDM,20242025,8479442,Troy,Stecher,51,D,Richmond,CAN,49.163168,-123.137414
LAK,20242025,8479496,David,Rittich,31,G,Jihlava,CZE,49.396064,15.5903065
WSH,20242025,8479520,Brandon,Duhaime,22,R,Coral Springs,USA,26.271192,-80.2706044
COL,20242025,8479525,Ross,Colton,20,C,Robbinsville,USA,35.3227597,-83.8069988
TBL,20242025,8479542,Brandon,Hagel,38,L,Saskatoon,CAN,52.131802,-106.660767
MTL,20242025,8479543,Michael,Pezzetta,55,L,Toronto,CAN,43.6534817,-79.3839347
VAN,20242025,8479576,Vincent,Desharnais,73,D,Laval,CAN,45.6055889,-73.7345601
TBL,20242025,8479591,Michael,Eyssimont,23,C,Littleton,USA,39.613321,-105.016649
UTA,20242025,8479619,Michael,Carcone,53,L,Ajax,CAN,43.8505287,-79.0208814
BOS,20242025,8479638,Justin,Brazeau,55,R,New Liskeard,CAN,47.508731,-79.6789029
WPG,20242025,8479639,Dylan,Coghlan,52,D,Duncan,CAN,48.7786872,-123.7080446
LAK,20242025,8479661,Tanner,Jeannot,10,L,Estevan,CAN,49.1428076,-102.991075
CBJ,20242025,8479671,Mathieu,Olivier,24,R,Biloxi,USA,30.4007626,-88.8893818
LAK,20242025,8479675,Trevor,Moore,12,L,Thousand Oaks,USA,34.1705609,-118.8375937
OTT,20242025,8479772,Zack,MacEwen,17,R,Charlottetown,CAN,46.234953,-63.132935
CBJ,20242025,8479941,Justin,Danforth,17,R,Oshawa,CAN,43.8975558,-78.8635324
CBJ,20242025,8479944,Zachary,Aston-Reese,27,C,Staten Island,USA,40.5724274,-74.1452008
EDM,20242025,8479973,Stuart,Skinner,74,G,Edmonton,CAN,53.5462055,-113.491241
UTA,20242025,8479976,Juuso,Valimaki,4,D,Tampere,FIN,61.4980214,23.7603118
UTA,20242025,8479977,Kailer,Yamamoto,56,R,Spokane,USA,47.6571934,-117.42351
DAL,20242025,8479979,Jake,Oettinger,29,G,Lakeville,USA,44.650051,-93.2432791
VGK,20242025,8479980,Nicolas,Hague,14,D,Kitchener,CAN,43.451291,-80.4927815
FLA,20242025,8479981,Jonah,Gadjovich,12,L,Whitby,CAN,43.87982,-78.9421751
TOR,20242025,8479982,Conor,Timmins,25,D,St. Catharines,CAN,43.1579812,-79.2441003
SJS,20242025,8479983,Mario,Ferraro,38,D,Toronto,CAN,43.6534817,-79.3839347
BOS,20242025,8479987,Morgan,Geekie,39,C,Strathclair,CAN,50.4044635,-100.3955365
DET,20242025,8479992,Michael,Rasmussen,27,C,Surrey,CAN,49.1913033,-122.849143
WPG,20242025,8479994,Jaret,Anderson-Dolan,28,C,Calgary,CAN,51.0456064,-114.057541
PIT,20242025,8479996,Cody,Glass,19,C,Winnipeg,CAN,49.8955367,-97.1384584
LAK,20242025,8479998,Mikey,Anderson,44,D,Roseville,USA,38.7521235,-121.2880059
COL,20242025,8479999,Casey,Mittelstadt,37,C,Eden Prairie,USA,44.8546856,-93.470786
ANA,20242025,8480001,Urho,Vaakanainen,5,D,Joensuu,FIN,62.6005753,29.7622128
NJD,20242025,8480002,Nico,Hischier,13,C,Brig,SUI,46.3163457,7.9879473
FLA,20242025,8480003,Jesper,Boqvist,70,C,Falun,SWE,60.6070068,15.6323059
SEA,20242025,8480009,Eeli,Tolvanen,20,R,Vihti,FIN,60.4168803,24.320558
SJS,20242025,8480011,Klim,Kostin,10,C,Penza,RUS,53.1953477,45.0190437
VAN,20242025,8480012,Elias,Pettersson,40,C,Sundsvall,SWE,62.3907552,17.3071024
WPG,20242025,8480014,Gabriel,Vilardi,13,C,Kingston,CAN,44.230687,-76.481323
PHI,20242025,8480015,Owen,Tippett,74,R,Peterborough,CAN,44.3048009,-78.3199496
MTL,20242025,8480018,Nick,Suzuki,14,C,London,CAN,42.9832406,-81.243372
STL,20242025,8480023,Robert,Thomas,18,C,Aurora,CAN,43.99973,-79.467545
DAL,20242025,8480027,Jason,Robertson,21,L,Arcadia,USA,34.1362075,-118.0401497
PHI,20242025,8480028,Morgan,Frost,48,C,Aurora,CAN,43.99973,-79.467545
BUF,20242025,8480035,Henri,Jokiharju,10,D,Oulu,FIN,65.0118734,25.4716809
DAL,20242025,8480036,Miro,Heiskanen,4,D,Espoo,FIN,60.2047672,24.6568435
CAR,20242025,8480039,Martin,Necas,88,C,Nove Mesto na Morave,CZE,49.5616916,16.0744185
TOR,20242025,8480043,Timothy,Liljegren,37,D,Kristianstad,SWE,56.0293778,14.1566859
BUF,20242025,8480045,Ukko-Pekka,Luukkonen,1,G,Espoo,FIN,60.2047672,24.6568435
WPG,20242025,8480049,Dylan,Samberg,54,D,Saginaw,USA,43.4200387,-83.9490365
MTL,20242025,8480051,Cayden,Primeau,30,G,Farmington Hills,USA,42.4853125,-83.3771553
STL,20242025,8480058,Pierre-Olivier,Joseph,77,D,Laval,CAN,45.6055889,-73.7345601
OTT,20242025,8480064,Josh,Norris,9,C,Oxford,USA,34.3663773,-89.5187664
PHI,20242025,8480068,Ryan,Poehling,25,C,Lakeville,USA,44.650051,-93.2432791
COL,20242025,8480069,Cale,Makar,8,D,Calgary,CAN,51.0456064,-114.057541
VAN,20242025,8480073,Erik,Brannstrom,26,D,Eksjo,SWE,57.6674439,14.9735595
STL,20242025,8480074,Alexandre,Texier,9,C,Saint-Martin-d'Hères,FRA,45.1836683,5.75448
NYR,20242025,8480078,Filip,Chytil,72,C,Kromeriz,CZE,49.2984191,17.3929804
WPG,20242025,8480113,Alex,Iafallo,9,L,Eden,USA,36.4884715,-79.7667026
TOR,20242025,8480144,David,Kampf,64,C,Chomutov,CZE,50.4606456,13.4178324
WPG,20242025,8480145,Neal,Pionk,4,D,Omaha,USA,41.2587459,-95.9383758
SJS,20242025,8480172,Jan,Rutta,84,D,Pisek,CZE,49.3089887,14.147769
FLA,20242025,8480185,Eetu,Luostarinen,27,C,Siilinjarvi,FIN,63.0743109,27.6623456
SJS,20242025,8480188,Fabian,Zetterlund,20,L,Karlstad,SWE,59.3809146,13.5027631
NJD,20242025,8480192,Johnathan,Kovacevic,8,D,Hamilton,CAN,43.2560802,-79.8728583
CBJ,20242025,8480193,Daniil,Tarasov,40,G,Novokuznetsk,RUS,53.7575903,87.1358494
BUF,20242025,8480196,Jacob,Bryson,78,D,London,CAN,42.9832406,-81.243372
OTT,20242025,8480208,Drake,Batherson,19,R,Fort Wayne,USA,41.0799898,-85.1386015
PHI,20242025,8480220,Noah,Cates,27,L,Stillwater,USA,36.1156306,-97.0585717
TBL,20242025,8480246,Nick,Perbix,48,D,Elk River,USA,45.3038538,-93.5671825
BOS,20242025,8480280,Jeremy,Swayman,1,G,Anchorage,USA,61.2163129,-149.894852
STL,20242025,8480281,Alexey,Toropchenko,13,R,Moscow,RUS,55.7505412,37.6174782
WPG,20242025,8480289,Morgan,Barron,36,C,Halifax,CAN,44.648618,-63.5859487
WSH,20242025,8480313,Logan,Thompson,48,G,Calgary,CAN,51.0456064,-114.057541
CAR,20242025,8480336,Sean,Walker,26,D,Keswick,CAN,44.2396166,-79.4686558
BOS,20242025,8480355,Mark,Kastelic,47,C,Phoenix,USA,33.4484367,-112.074141
COL,20242025,8480382,Alexandar,Georgiev,40,G,Ruse,BUL,43.8350657,25.9579915
UTA,20242025,8480434,Sean,Durzi,50,D,Mississauga,CAN,43.5896231,-79.6443879
COL,20242025,8480448,Parker,Kelly,17,C,Camrose,CAN,53.013131,-112.840576
VAN,20242025,8480459,Pius,Suter,24,C,Zurich,SUI,47.3744489,8.5410422
VGK,20242025,8480727,Zach,Whitecloud,2,D,Brandon,CAN,49.8511143,-99.9608924
VAN,20242025,8480748,Kiefer,Sherwood,44,L,Columbus,USA,39.9622601,-83.0007065
CAR,20242025,8480762,Eric,Robinson,50,L,Bellmawr,USA,39.8676134,-75.0946183
NYI,20242025,8480789,Oliver,Wahlstrom,26,R,Portland,USA,45.5202471,-122.674194
WSH,20242025,8480796,Martin,Fehervary,42,D,Bratislava,SVK,48.1516988,17.1093063
PHI,20242025,8480797,Joel,Farabee,86,L,Syracuse,USA,43.0481221,-76.1474244
CHI,20242025,8480798,Philipp,Kurashev,23,C,Munsingen,SUI,46.8739775,7.5631943
VAN,20242025,8480800,Quinn,Hughes,43,D,Orlando,USA,28.5421109,-81.3790304
OTT,20242025,8480801,Brady,Tkachuk,7,L,Scottsdale,USA,33.4942189,-111.926018
BUF,20242025,8480802,Ryan,McLeod,71,C,Mississauga,CAN,43.5896231,-79.6443879
EDM,20242025,8480803,Evan,Bouchard,2,D,Oakville,CAN,43.447436,-79.666672
ANA,20242025,8480806,Isac,Lundestrom,21,C,Gallivare,SWE,67.3,20.25
BUF,20242025,8480807,Mattias,Samuelsson,23,D,Philadelphia,USA,39.9527237,-75.1635262
DET,20242025,8480813,Joe,Veleno,90,C,Montréal,CAN,45.5031824,-73.5698065
NYR,20242025,8480817,K'Andre,Miller,79,D,St. Paul,USA,44.9497487,-93.0931028
WSH,20242025,8480823,Alexander,Alexeyev,27,D,St. Petersburg,RUS,59.9606739,30.1586551
FLA,20242025,8480825,Patrick,Giles,36,R,Chevy Chase,USA,38.9942121,-77.0771572
CAR,20242025,8480829,Jesperi,Kotkaniemi,82,C,Pori,FIN,61.4866126,21.7972071
CAR,20242025,8480830,Andrei,Svechnikov,37,R,Barnaul,RUS,53.3475493,83.7788448
EDM,20242025,8480834,Ty,Emberson,49,D,Eau Claire,USA,44.811349,-91.4984941
CAR,20242025,8480835,Jack,Drury,18,C,New York,USA,40.7127281,-74.0060152
BUF,20242025,8480839,Rasmus,Dahlin,26,D,Lidkoping,SWE,58.5037196,13.1576427
DAL,20242025,8480840,Oskar,Bäck,10,C,Karlstad,SWE,59.3809146,13.5027631
ANA,20242025,8480843,Lukas,Dostal,1,G,Brno,CZE,49.1922443,16.6113382
WPG,20242025,8480845,Rasmus,Kupari,15,C,Kotka,FIN,60.4674228,26.9450844
SJS,20242025,8480848,Ty,Dellandrea,53,C,Port Perry,CAN,44.1054151,-78.9425076
UTA,20242025,8480849,Barrett,Hayton,27,C,Peterborough,CAN,44.3048009,-78.3199496
LAK,20242025,8480851,Akil,Thomas,26,C,Toronto,CAN,43.6534817,-79.3839347
UTA,20242025,8480855,Jack,McBain,22,C,Toronto,CAN,43.6534817,-79.3839347
CGY,20242025,8480860,Kevin,Bahl,7,D,New Westminster,CAN,49.2067726,-122.9108818
NYI,20242025,8480865,Noah,Dobson,8,D,Summerside,CAN,46.394259,-63.7892386
FLA,20242025,8480871,Adam,Boqvist,34,D,Falun,SWE,60.6070068,15.6323059
WSH,20242025,8480873,Rasmus,Sandin,38,D,Uppsala,SWE,59.8586126,17.6387436
DAL,20242025,8480878,Nils,Lundkvist,5,D,Pitea,SWE,65.3134652,21.4900252
OTT,20242025,8480879,Jacob,Bernard-Docker,24,D,Canmore,CAN,51.0866897,-115.3481135
MIN,20242025,8480880,Jakub,Lauko,94,C,Prague,CZE,50.0596288,14.4464593
CAR,20242025,8480883,Ty,Smith,42,D,Lloydminster,CAN,53.2816669,-109.986339
CBJ,20242025,8480887,Jordan,Harris,22,D,Haverhill,USA,42.7777829,-71.0767724
UTA,20242025,8480891,Michael,Kesselring,7,D,New Hampton,USA,43.059421,-92.3181158
CBJ,20242025,8480893,Kirill,Marchenko,86,R,Barnaul,RUS,53.3475493,83.7788448
VAN,20242025,8480947,Kevin,Lankinen,32,G,Helsinki,FIN,60.1674881,24.9427473
DAL,20242025,8480950,Ilya,Lyubushkin,46,D,Moscow,RUS,55.7505412,37.6174782
STL,20242025,8480981,Joel,Hofer,30,G,Winnipeg,CAN,49.8955367,-97.1384584
MIN,20242025,8480990,Declan,Chisholm,47,D,Bowmanville,CAN,43.9122995,-78.6891675
TOR,20242025,8480995,Pontus,Holmberg,29,R,Vasteras,SWE,59.6110992,16.5463679
DET,20242025,8481013,Jonatan,Berggren,48,R,Uppsala,SWE,59.8586126,17.6387436
NYI,20242025,8481014,Alexander,Romanov,28,D,Moscow,RUS,55.7505412,37.6174782
WPG,20242025,8481019,David,Gustafsson,19,C,Tingsryd,SWE,56.533333,14.966667
COL,20242025,8481020,Justus,Annunen,60,G,Kempele,FIN,64.91245,25.5108223
CGY,20242025,8481028,Martin,Pospisil,76,C,Zvolen,SVK,48.5782517,19.1247135
PIT,20242025,8481030,Jack,St. Ivany,3,D,Manhattan Beach,USA,33.8897798,-118.3935254
NJD,20242025,8481032,Paul,Cotter,47,C,Canton,USA,40.7985464,-81.3749508
PHI,20242025,8481035,Samuel,Ersson,33,G,Falun,SWE,60.6070068,15.6323059
COL,20242025,8481042,Nikolai,Kovalenko,51,R,Raleigh,USA,35.7803977,-78.6390989
BOS,20242025,8481043,Cole,Koepke,45,L,Two Harbors,USA,47.0257139,-91.6730523
STL,20242025,8481059,Scott,Perunovich,48,D,Hibbing,USA,47.427155,-92.937689
CGY,20242025,8481068,Yegor,Sharangovich,17,C,Minsk,BLR,53.9024716,27.5618225
TOR,20242025,8481122,Simon,Benoit,2,D,Laval,CAN,45.6055889,-73.7345601
OTT,20242025,8481133,Cole,Reinhardt,51,L,Calgary,CAN,51.0456064,-114.057541
CBJ,20242025,8481161,Jake,Christiansen,2,D,West Vancouver,CAN,49.3311208,-123.159479
CGY,20242025,8481167,Brayden,Pachal,94,D,Estevan,CAN,49.1428076,-102.991075
