Team,Season,id,firstName,lastName,sweaterNumber,positionCode,city,country,latitude,longitude
PHI,20032004,8462127,Radovan,Somik,20,R,Martin,SVK,49.0724921,18.929193
CHI,20132014,8462129,Michal,Handzus,26,C,Banská Bystrica,SVK,48.7383895,19.1585805
MTL,20032004,8462135,Benoit,Gratton,46,C,Montréal,CAN,45.5031824,-73.5698065
STL,20052006,8462136,Vladimir,Orszagh,33,R,Banská Bystrica,SVK,48.7383895,19.1585805
CGY,20122013,8462147,Miikka,Kiprusoff,34,G,Turku,FIN,60.4517531,22.2670522
NYR,20032004,8462148,Dale,Purinton,5,D,Fort Wayne,USA,41.0799898,-85.1386015
MIN,20062007,8462149,Jason,Morgan,23,C,St. John's,CAN,47.5614705,-52.7126162
NSH,20122013,8462152,Chris,Mason,30,G,Red Deer,CAN,52.2690628,-113.8141464
CBJ,20052006,8462159,Jan,Hrdina,38,C,Hradec,CZE,49.7072278,15.2954608
PIT,20112012,8462161,Brent,Johnson,1,G,Farmington,USA,44.6402434,-93.1435497
MTL,20102011,8462176,Brent,Sopel,55,D,Calgary,CAN,51.0456064,-114.057541
VAN,20062007,8462177,Yannick,Tremblay,28,D,Pointe-aux-Trembles,CAN,45.6747302,-73.5062328
TOR,20052006,8462182,Clarke,Wilm,39,C,Central Butte,CAN,50.7938303,-106.5078309
CBJ,20012002,8462184,Martin,Spanhel,20,L,Zlin,CZE,49.226766,17.6667415
OTT,20062007,8462185,Denis,Hamel,17,L,Lachute,CAN,45.6560478,-74.3401388
TOR,20142015,8462196,Stephane,Robidas,12,D,Sherbrooke,CAN,45.403271,-71.889038
VAN,20072008,8462197,Byron,Ritchie,15,C,Burnaby,CAN,49.2433804,-122.972545
COL,20032004,8462198,Peter,Worrell,28,L,Pierrefonds,CAN,45.4955083,-73.8471749
BOS,20082009,8462209,P.J.,Axelsson,11,L,Kungalv,SWE,57.8707951,11.9799616
CBJ,20032004,8462211,Jean-Luc,Grand-Pierre,34,D,Montréal,CAN,45.5031824,-73.5698065
EDM,20052006,8462213,Dan,Smith,32,D,Fernie,CAN,49.5041747,-115.062867
NYI,20022003,8462215,Ray,Schultz,36,D,Red Deer,CAN,52.2690628,-113.8141464
COL,20012002,8462220,Jaroslav,Obsut,43,D,Presov,SVK,49.0000074,21.2392122
FLA,20122013,8462225,Filip,Kuba,17,D,Ostrava,CZE,49.8349139,18.2820084
SJS,20022003,8462227,Ryan,Kraft,41,C,Bottineau,USA,48.8243455,-100.8431321
ANA,20032004,8462235,Casey,Hankinson,48,L,Edina,USA,44.8897027,-93.3501222
NYI,20032004,8462239,Derek,Bekar,41,C,Burnaby,CAN,49.2433804,-122.972545
PHX,20032004,8462247,Zac,Bierk,35,G,Peterborough,CAN,44.3048009,-78.3199496
EDM,20062007,8462255,Jussi,Markkanen,30,G,Imatra,FIN,61.1923342,28.7716996
DET,20062007,8462258,Danny,Markov,95,D,Moscow,RUS,55.625578,37.6063916
NJD,20032004,8462259,Rob,Skrlac,32,L,Campbell River,CAN,50.023071,-125.244153
CBJ,20052006,8462416,Andy,Delmore,51,D,LaSalle,CAN,45.4325141,-73.6292667
VAN,20072008,8462419,Jeff,Cowan,20,L,Scarborough,CAN,43.7729744,-79.2576479
PHI,20122013,8462535,Jody,Shelley,45,L,Thompson,CAN,55.743347,-97.863464
COL,20002001,8462600,Rob,Shearer,44,C,Kitchener,CAN,43.451291,-80.4927815
TBL,20012002,8462633,Ryan,Tobler,18,L,Calgary,CAN,51.0456064,-114.057541
MTL,20092010,8462823,Glen,Metropolit,15,C,Toronto,CAN,43.6534817,-79.3839347
CGY,20022003,8462843,Robert,Dome,38,L,Senica,SVK,48.6787557,17.3661529
MTL,20012002,8463019,Eric,Landry,78,C,Gatineau,CAN,45.4277659,-75.710976
ATL,20032004,8463125,Shawn,Heins,6,D,Eganville,CAN,45.5406943,-77.1004317
WSH,20062007,8463638,Bryan,Muir,47,D,Winnipeg,CAN,49.8955367,-97.1384584
VAN,20022003,8464715,Peter,Skudra,1,G,Riga,LAT,56.9493977,24.1051846
NSH,20002001,8464783,Alexandre,Boikov,38,D,Chelyabinsk,RUS,55.1559312,61.4012726
PIT,20032004,8464875,Steve,McKenna,23,L,Toronto,CAN,43.6534817,-79.3839347
COL,20012002,8464922,Jeff,Daw,45,C,Carlisle,CAN,43.3942273,-79.9807983
OTT,20142015,8464956,Chris,Phillips,4,D,Calgary,CAN,51.0456064,-114.057541
NSH,20102011,8464957,J-P,Dumont,71,R,Montréal,CAN,45.5031824,-73.5698065
ANA,20062007,8464959,Ric,Jackman,5,D,Toronto,CAN,43.6534817,-79.3839347
TOR,20082009,8464960,Boyd,Devereaux,22,C,Seaforth,CAN,44.6724025,-63.2624061
CHI,20032004,8464961,Johnathan,Aitken,56,D,Edmonton,CAN,53.5462055,-113.491241
DET,20102011,8464962,Ruslan,Salei,24,D,Minsk,BLR,53.9024716,27.5618225
ANA,20032004,8464963,Lance,Ward,4,R,Lloydminster,CAN,53.2816669,-109.986339
PIT,20032004,8464964,Dan,Focht,4,D,Regina,CAN,50.4479733,-104.6158764
TOR,20032004,8464965,Josh,Holden,9,C,Calgary,CAN,51.0456064,-114.057541
PHX,20132014,8464966,Derek,Morris,53,D,Edmonton,CAN,53.5462055,-113.491241
NYI,20122013,8464967,Marty,Reasoner,16,C,Honeoye Falls,USA,42.9522855,-77.5902759
NJD,20062007,8464968,Erik,Rasmussen,10,C,Minneapolis,USA,44.9772995,-93.2654692
MTL,20002001,8464971,Matt,Higgins,46,C,Calgary,CAN,51.0456064,-114.057541
MTL,20002001,8464972,Matthieu,DescÃ´teaux,55,D,Pierreville,CAN,46.070134,-72.810173
COL,20142015,8464975,Daniel,Brière,48,C,Gatineau,CAN,45.4277659,-75.710976
DET,20022003,8464976,Jesse,Wallin,3,D,Saskatoon,CAN,52.131802,-106.660767
SJS,20152016,8464977,Dainius,Zubrus,9,C,Elektrenai,LTU,54.786657,24.6708398
FLA,20112012,8464979,Marco,Sturm,16,L,Dingolfing,GER,48.6300801,12.4977434
FLA,20002001,8464980,Peter,Ratchuk,35,D,Buffalo,USA,42.8867166,-78.8783922
COL,20132014,8464981,Cory,Sarich,16,D,Saskatoon,CAN,52.131802,-106.660767
NSH,20012002,8464982,Pavel,Skrbek,42,D,Kladno,CZE,50.1478497,14.1025379
CAR,20082009,8464983,Dan,Lacouture,20,L,Hyannis,USA,41.6534847,-70.2823732
EDM,20112012,8464984,Josh,Green,12,C,Camrose,CAN,53.013131,-112.840576
WSH,20032004,8464986,Chris,Hajt,75,D,Saskatoon,CAN,52.131802,-106.660767
PIT,20182019,8464989,Matt,Cullen,7,C,Virginia,USA,37.1232245,-78.4927721
TBL,20002001,8464990,Marek,Posmyk,18,D,Jihlava,CZE,49.396064,15.5903065
NSH,20012002,8464991,Marian,Cisar,39,R,Bratislava,SVK,48.1516988,17.1093063
COL,20032004,8464993,Travis,Brigley,60,L,Coronation,CAN,52.0929552,-111.4490001
CGY,20122013,8464994,Steve,Begin,25,L,Trois-Rivières,CAN,46.3432325,-72.5428485
COL,20022003,8464997,Jeff,Paul,39,D,London,CAN,42.9832406,-81.243372
VAN,20062007,8464998,Jan,Bulis,38,C,Pardubice,CZE,50.0385812,15.7791356
TBL,20122013,8464999,Mathieu,Garon,32,G,Chandler,CAN,48.3491804,-64.6775915
COL,20002001,8465002,Yuri,Babenko,46,C,Penza,RUS,53.1953477,45.0190437
MTL,20052006,8465003,Pierre,Dagenais,26,R,Blainville,CAN,45.67932,-73.87619
SJS,20112012,8465005,Colin,White,5,D,New Glasgow,CAN,45.5869474,-62.6483547
NYI,20212022,8465009,Zdeno,Chara,33,D,Trencin,SVK,48.8922719,18.0387465
WSH,20122013,8465012,Tom,Poti,3,D,Worcester,USA,42.2625621,-71.8018877
COL,20072008,8465016,Scott,Parker,27,R,Hanford,USA,36.3274502,-119.6456844
NYI,20052006,8465018,Oleg,Kvasha,11,C,Moscow,RUS,55.625578,37.6063916
MTL,20032004,8465020,Gordie,Dwyer,32,L,Dalhousie,CAN,48.0634448,-66.369555
NYI,20102011,8465024,Jon,Sim,16,L,New Glasgow,CAN,45.5869474,-62.6483547
NYR,20132014,8465025,Arron,Asham,45,R,Portage la Prairie,CAN,49.972422,-98.289185
BUF,20102011,8465026,Mark,Parrish,10,R,Bloomington,USA,39.1670396,-86.5342881
WSH,20092010,8465028,Boyd,Kane,34,L,Swift Current,CAN,50.2849138,-107.7984496
CBJ,20032004,8465032,Zenith,Komarniski,39,D,Edmonton,CAN,53.5462055,-113.491241
ANA,20012002,8465034,Antti Jussi,Niemi,4,D,Vantaa,FIN,60.2933337,25.0407809
CAR,20032004,8465035,Joey,Tetarenko,33,R,Prince Albert,CAN,53.201097,-105.748901
CBJ,20082009,8465041,Craig,MacDonald,11,C,Antigonish,CAN,45.6213607,-61.9904928
ANA,20122013,8465042,Toni,Lydman,32,D,Lahti,FIN,60.9826014,25.6613764
WSH,20032004,8465044,Josef,Boumedienne,78,D,Stockholm,SWE,59.3251172,18.0710935
EDM,20122013,8465050,Eric,Belanger,20,C,Sherbrooke,CAN,45.403271,-71.889038
BOS,20112012,8465056,Trent,Whitfield,42,C,Alameda,CAN,49.2652182,-102.2816393
CHI,20162017,8465058,Michal,Rozsival,32,D,Vlasim,CZE,49.7065924,14.8987513
FLA,20112012,8465059,Matt,Bradley,22,R,Stittsville,CAN,45.2584251,-75.9206131
NSH,20022003,8465061,Andy,Berenzweig,26,D,Chicago,USA,41.8755616,-87.6244212
CGY,20012002,8465066,Ryan,Christie,50,L,Beamsville,CAN,43.1654577,-79.4751839
EDM,20082009,8465067,Jesse,Boulerice,28,R,Plattsburgh,USA,44.6951801,-73.4549227
VAN,20012002,8465071,Alexei,Tezikov,4,D,Togliatti,RUS,53.5149884,49.4073316
MTL,20032004,8465090,Andreas,Dackell,24,R,Gavle,SWE,60.6750132,17.1467019
CHI,20002001,8465091,Michel,Larocque,30,G,Lahr,GER,49.9440252,6.2909576
PHI,20062007,8465093,Robert,Esche,42,G,White,USA,38.0632329,-88.1577725
WSH,20102011,8465113,Brian,Willsie,24,R,Belmont,CAN,45.4246967,-63.3850444
MIN,20122013,8465122,Brett,Clark,5,D,Wapella,CAN,50.2628345,-101.9717067
MTL,20002001,8465125,Xavier,Delisle,88,C,Quebec City,CAN,46.8137431,-71.2084061
NYR,20092010,8465161,Steve,Valiquette,40,G,Etobicoke,CAN,43.6435559,-79.5656326
NYI,20012002,8465165,Evgeny,Korolev,36,D,Moscow,RUS,55.625578,37.6063916
PIT,20142015,8465166,Craig,Adams,27,R,Seria,BRU,4.6141594,114.3301832
MIN,20002001,8465167,Kai,Nurminen,11,L,Turku,FIN,60.4517531,22.2670522
ATL,20072008,8465168,Joel,Kwiatkowski,3,D,Kindersley,CAN,51.4687094,-109.1581355
CHI,20102011,8465170,Fernando,Pisani,15,R,Edmonton,CAN,53.5462055,-113.491241
STL,20082009,8465175,Dan,Hinote,13,R,Leesburg,USA,39.1154506,-77.5645607
WSH,20032004,8465178,Andrei,Podkonicky,65,C,Zvolen,SVK,48.5782517,19.1247135
ATL,20032004,8465179,Daniel,Corso,41,C,Montréal,CAN,45.5031824,-73.5698065
PIT,20062007,8465180,Ronald,Petrovicky,26,R,Zilina,SVK,49.2234674,18.7393139
CAR,20002001,8465184,Greg,Kuznik,53,D,Prince George,CAN,53.9128645,-122.7453699
FLA,20152016,8465185,Willie,Mitchell,33,D,Port McNeill,CAN,50.5893452,-127.0839027
CAR,20072008,8465189,Trevor,Letowski,19,R,Thunder Bay,CAN,48.406414,-89.259796
CBJ,20112012,8465192,Samuel,Pahlsson,26,C,Ange,SWE,62.4733988,15.6410897
MTL,20122013,8465200,Tomas,Kaberle,22,D,Rakovnik,CZE,50.1041136,13.7310462
TBL,20132014,8465202,Sami,Salo,6,D,Turku,FIN,60.4517531,22.2670522
CHI,20062007,8465207,Reed,Low,34,R,Moose Jaw,CAN,50.401515,-105.542908
PHI,20112012,8465210,Pavel,Kubina,13,D,Celadna,CZE,49.5487297,18.3375869
PHI,20062007,8465220,Eric,Meloche,40,R,Montréal,CAN,45.5031824,-73.5698065
WSH,20032004,8465230,Ivan,Ciernik,27,L,Levice,SVK,48.2163194,18.6000869
CHI,20072008,8465250,Andrei,Zyuzin,27,D,Ufa,RUS,54.7261409,55.947499
NYR,20022003,8465252,Richard,Lintner,21,D,Trencin,SVK,48.8922719,18.0387465
CGY,20072008,8465253,Marcus,Nilson,26,L,Balsta,SWE,59.5682102,17.5293647
MTL,20132014,8465914,Francis,Bouillon,55,D,New York City,USA,40.7127281,-74.0060152
MIN,20142015,8465951,Matt,Cooke,24,L,Belleville,CAN,44.1633264,-77.3852556
BOS,20032004,8465960,P.J.,Stock,42,C,Montréal,CAN,45.5031824,-73.5698065
PIT,20002001,8465962,Rich,Parent,31,G,Montréal,CAN,45.5031824,-73.5698065
FLA,20082009,8465968,Brett,McLean,53,C,Comox,CAN,49.6727575,-124.9276204
VAN,20012002,8465975,Herbert,Vasiljevs,29,R,Riga,LAT,56.9493977,24.1051846
STL,20022003,8465977,Sergei,Varlamov,23,L,Kiev,UKR,50.4500336,30.5241361
FLA,20162017,8465978,Shawn,Thornton,22,L,Oshawa,CAN,43.8975558,-78.8635324
DET,20082009,8465992,Aaron,Downey,44,R,Shelburne,CAN,43.7639539,-65.321384
MIN,20012002,8466023,Mike,Matteucci,28,D,Trail,CAN,49.0945296,-117.7097659
CAR,20102011,8466035,Sergei,Samsonov,14,L,Moscow,RUS,55.7505412,37.6174782
MIN,20022003,8466039,Jean-Guy,Trudel,38,L,Cadillac,CAN,45.5768358,-73.5466995
STL,20072008,8466109,Mike,Johnson,20,R,Scarborough,CAN,43.7729744,-79.2576479
OTT,20072008,8466110,Randy,Robitaille,27,C,Ottawa,CAN,45.4208777,-75.6901106
MTL,20002001,8466130,Andrei,Bashkirov,35,L,Chelehov,RUS,60.0,100.0
FLA,20212022,8466138,Joe,Thornton,19,C,London,CAN,42.9832406,-81.243372
SJS,20202021,8466139,Patrick,Marleau,12,L,Aneroid,CAN,49.7171052,-107.292461
NSH,20142015,8466140,Olli,Jokinen,13,C,Kuopio,FIN,62.8924601,27.6781839
FLA,20182019,8466141,Roberto,Luongo,1,G,Montréal,CAN,45.5031824,-73.5698065
ANA,20142015,8466142,Eric,Brewer,2,D,Vernon,CAN,50.2668671,-119.2718157
CGY,20002001,8466143,Daniel,Tkaczuk,18,C,Toronto,CAN,43.6534817,-79.3839347
ANA,20102011,8466144,Paul,Mara,23,D,Ridgewood,USA,40.9796683,-74.1194403
CHI,20102011,8466145,Nick,Boynton,24,D,Nobleton,CAN,43.9022127,-79.652722
CGY,20062007,8466146,Brad,Ference,8,D,Calgary,CAN,51.0456064,-114.057541
TBL,20082009,8466147,Jason,Ward,16,R,Chapleau,CAN,47.8416702,-83.4036099
CHI,20162017,8466148,Marian,Hossa,81,R,Stará Lubovna,SVK,49.3001533,20.6889231
DET,20142015,8466149,Daniel,Cleary,11,R,Carbonear,CAN,47.733123,-53.2366225
EDM,20002001,8466150,Michel,Riesen,34,L,Oberbalm,SUI,46.8730782,7.4026366
FLA,20032004,8466152,Ty,Jones,15,R,Richland,USA,38.7060457,-88.0949352
CHI,20062007,8466153,Michael,Holmqvist,17,C,Stockholm,SWE,59.3251172,18.0710935
CHI,20052006,8466155,Mike,Brown,56,L,Surrey,CAN,49.1913033,-122.849143
BUF,20052006,8466156,Mika,Noronen,31,G,Tampere,FIN,61.4980214,23.7603118
CAR,20012002,8466157,Nikos,Tselios,47,D,Oak Park,USA,41.8878145,-87.7887615
SJS,20142015,8466158,Scott,Hannan,27,D,Richmond,CAN,49.163168,-123.137414
NJD,20012002,8466159,Jean-Francois,Damphousse,1,G,St. Alexis Des Monts,CAN,46.462694,-73.143196
TBL,20142015,8466160,Brenden,Morrow,10,L,Carlyle,CAN,49.6337518,-102.2669689
WSH,20062007,8466162,Ben,Clymer,27,D,Bloom,USA,37.4864106,-99.8962428
CAR,20022003,8466163,Brad,Defauw,39,L,Edina,USA,44.8897027,-93.3501222
ATL,20052006,8466164,Scott,Barney,47,C,Oshawa,CAN,43.8975558,-78.8635324
PHX,20032004,8466165,Jean-Marc,Pelletier,30,G,Atlanta,USA,33.7489924,-84.3902644
WSH,20032004,8466170,Jean-Francois,Fortin,58,D,Laval,CAN,45.5757802,-73.7530656
TOR,20032004,8466171,Harold,Druken,18,C,St. John's,CAN,47.5614705,-52.7126162
NJD,20002001,8466173,Stanislav,Gron,10,C,Bratislava,SVK,48.1516988,17.1093063
BOS,20072008,8466174,Jeremy,Reich,53,C,Craik,CAN,51.0515057,-105.8159306
CBJ,20112012,8466181,Kristian,Huselius,20,L,Osterhaninge,SWE,59.1274727,18.1666192
BUF,20132014,8466182,Henrik,Tallinder,20,D,Stockholm,SWE,59.3251172,18.0710935
ATL,20022003,8466183,Yuri,Butsayev,10,C,Togliatti,RUS,53.5149884,49.4073316
PHI,20052006,8466184,Pat,Kavanagh,36,R,Ottawa,CAN,45.4208777,-75.6901106
NYR,20022003,8466186,Roman,Lyashenko,29,C,Murmansk,RUS,68.970665,33.07497
WSH,20032004,8466189,Rick,Berry,4,D,Birtle,CAN,50.4218411,-101.0462012
ATL,20022003,8466191,Jeff,Farkas,28,C,Amherst,USA,42.3731948,-72.5198761
FLA,20022003,8466192,Jani,Hurme,30,G,Turku,FIN,60.4517531,22.2670522
TBL,20002001,8466195,Matt,Elich,73,R,Detroit,USA,42.3315509,-83.0466403
VAN,20062007,8466197,Lee,Goren,27,R,Winnipeg,CAN,49.8955367,-97.1384584
TBL,20002001,8466198,Kyle,Freadrich,24,L,Edmonton,CAN,53.5462055,-113.491241
NSH,20072008,8466200,Josh,Langfeld,15,R,Fridley,USA,45.0838291,-93.2590388
ATL,20092010,8466202,Maxim,Afinogenov,61,R,Moscow,RUS,55.7505412,37.6174782
CAR,20082009,8466203,Josef,Melichar,22,D,České Budějovice,CZE,48.9747357,14.474285
CHI,20032004,8466205,Burke,Henry,44,D,Ste. Rose,CAN,45.625284,-73.7644249
FLA,20012002,8466206,Nick,Smith,42,C,Hamilton,CAN,43.2560802,-79.8728583
WSH,20052006,8466208,Petr,Sykora,20,C,Pardubice,CZE,50.0385812,15.7791356
PHX,20052006,8466209,Steve,Gainey,14,L,Montréal,CAN,45.5031824,-73.5698065
SJS,20062007,8466210,Ville,Nieminen,32,L,Tampere,FIN,61.4980214,23.7603118
NSH,20032004,8466211,Robert,Schnabel,36,D,Prague,CZE,50.0596288,14.4464593
OTT,20102011,8466212,Francis,Lessard,49,R,Montréal,CAN,45.5031824,-73.5698065
OTT,20132014,8466215,Joe,Corvo,77,D,Oak Park,USA,41.8878145,-87.7887615
NJD,20102011,8466216,Adam,Mair,11,C,Hamilton,CAN,43.2560802,-79.8728583
FLA,20032004,8466225,Ivan,Novoseltsev,7,R,Golitsino,RUS,55.6149602,36.9887625
PHI,20052006,8466230,Ryan,Ready,14,L,Peterborough,CAN,44.3048009,-78.3199496
WSH,20092010,8466232,Quintin,Laing,53,L,Harris,CAN,51.7349299,-107.5835975
STL,20032004,8466236,Jame,Pollock,9,D,Québec,CAN,52.4760892,-71.8258668
CBJ,20052006,8466240,Benjamin,Simon,41,C,Shaker Heights,USA,41.4739419,-81.5370671
VAN,20032004,8466249,Magnus,Arvedson,21,L,Karlstad,SWE,59.3809146,13.5027631
ANA,20172018,8466251,Jason,Chimera,20,L,Edmonton,CAN,53.5462055,-113.491241
ANA,20092010,8466260,Kyle,Calder,32,L,Mannville,CAN,53.3373297,-111.1756071
NJD,20032004,8466261,Jiri,Bicek,9,R,Kosice,SVK,48.7172272,21.2496774
CBJ,20082009,8466266,Mike,York,78,L,Waterford,USA,41.358659,-72.1519367
CBJ,20052006,8466271,Peter,Sarno,44,C,Toronto,CAN,43.6534817,-79.3839347
ATL,20002001,8466282,Andrei,Skopintsev,41,D,Moscow,RUS,55.625578,37.6063916
CHI,20162017,8466285,Brian,Campbell,51,D,Strathroy,CAN,42.966146,-81.5910083
NJD,20012002,8466288,Sascha,Goc,6,D,Calw,GER,48.7142691,8.7397624
PHX,20072008,8466290,David,Aebischer,1,G,Fribourg,SUI,46.6789116,7.1027113
TBL,20092010,8466292,Todd,Fedoruk,17,L,Redwater,CAN,53.9527743,-113.1124871
NSH,20092010,8466300,Ben,Guite,24,R,Montréal,CAN,45.5031824,-73.5698065
DAL,20072008,8466303,Johan,Holmqvist,40,G,Tolfta,SWE,60.3757799,17.5508388
LAK,20072008,8466304,Ladislav,Nagy,47,L,Saca,SVK,48.6318242,21.1712124
FLA,20132014,8466309,Mike,Mottau,22,D,Quincy,USA,42.2509914,-71.0037374
COL,20062007,8466316,Antti,Laaksonen,24,L,Tammela,FIN,60.8087874,23.7598248
CBJ,20052006,8466317,Cam,Severson,24,L,Canora,CAN,51.636411,-102.4313006
CAR,20052006,8466320,Niklas,Nordgren,15,L,Ornskoldsvik,SWE,63.2888613,18.7160209
EDM,20152016,8466333,Andrew,Ference,21,D,Edmonton,CAN,53.5462055,-113.491241
FLA,20032004,8466336,Kamil,Piros,20,R,Most,CZE,50.5032737,13.636112
NJD,20142015,8466339,Scott,Clemmensen,40,G,Des Moines,USA,41.5868654,-93.6249494
CGY,20072008,8466343,Mark,Smith,16,C,Edmonton,CAN,53.5462055,-113.491241
ANA,20052006,8466345,Jonathan,Hedstrom,17,R,Skelleftea,SWE,64.7520185,20.959339
CBJ,20032004,8466349,Kent,McDonell,32,R,Williamstown,CAN,45.1466728,-74.5795614
NJD,20072008,8466353,Karel,Rachunek,28,D,Zlin,CZE,49.226766,17.6667415
COL,20072008,8466357,Wyatt,Smith,10,C,Thief River Falls,USA,48.1172301,-96.1770667
BOS,20002001,8466368,Jay,Henderson,38,L,Edmonton,CAN,53.5462055,-113.491241
FLA,20112012,8466371,John,Madden,10,C,Toronto,CAN,43.6534817,-79.3839347
NYR,20142015,8466378,Martin,St. Louis,26,R,Laval,CAN,45.5757802,-73.7530656
CBJ,20062007,8466381,Derrick,Walser,38,D,New Glasgow,CAN,45.5869474,-62.6483547
NYR,20102011,8466392,Todd,White,12,C,Kanata,CAN,61.0666922,-107.991707
PIT,20152016,8466393,Pascal,Dupuis,9,R,Laval,CAN,45.5757802,-73.7530656
VAN,20062007,8466394,Brad,Moran,39,C,Abbotsford,CAN,49.0521162,-122.329479
NJD,20122013,8466398,Tom,Kostopoulos,25,R,Mississauga,CAN,43.5896231,-79.6443879
ATL,20082009,8466399,Eric,Perrin,11,C,Laval,CAN,45.5757802,-73.7530656
DAL,20002001,8466403,Greg,Leeb,40,C,Red Deer,CAN,52.2690628,-113.8141464
OTT,20062007,8466421,Serge,Payer,43,C,Rockland,CAN,45.0065642,-64.7041513
TOR,20032004,8466431,Brad,Leeb,38,R,Red Deer,CAN,52.2690628,-113.8141464
CGY,20032004,8466436,Martin,Sonnenberg,25,L,Wetaskiwin,CAN,52.968492,-113.36792
ATL,20022003,8466437,Lubos,Bartecko,23,L,Kezmarok,SVK,49.1362088,20.4308701
CBJ,20052006,8466443,Radoslav,Suchy,21,D,Kezmarok,SVK,49.1362088,20.4308701
DAL,20032004,8466971,Blake,Sloan,16,R,Park Ridge,USA,42.0112329,-87.8406031
STL,20052006,8466995,Andy,Roach,20,D,Mattawan,USA,42.2094839,-85.784453
ANA,20032004,8467025,Garrett,Burnett,55,L,Vancouver,CAN,49.2608724,-123.113952
CBJ,20032004,8467054,Todd,Rohloff,38,D,Grand Rapids,USA,42.9632425,-85.6678639
DAL,20062007,8467055,Patrik,Stefan,27,C,Pribram,CZE,49.6901444,14.0103663
NYR,20152016,8467096,Dan,Boyle,22,D,Ottawa,CAN,45.4208777,-75.6901106
CAR,20002001,8467097,Greg,Koehler,36,C,Scarborough,CAN,43.7729744,-79.2576479
PHX,20072008,8467137,Pete,Vandermeer,75,L,Red Deer,CAN,52.2690628,-113.8141464
EDM,20112012,8467304,Andy,Sutton,25,D,Kingston,CAN,44.230687,-76.481323
CBJ,20032004,8467319,Darrel,Scoville,37,D,Swift Current,CAN,50.2849138,-107.7984496
ANA,20072008,8467323,Mark,Mowers,28,R,Decatur,USA,39.8454163,-88.9524151
PHI,20022003,8467325,Andre,Savage,27,C,Ottawa,CAN,45.4164666,-75.6517255
LAK,20152016,8467329,Vincent,Lecavalier,44,C,Ile Bizard,CAN,45.4944158,-73.8948882
BUF,20152016,8467330,David,Legwand,17,C,Detroit,USA,42.3315509,-83.0466403
COL,20152016,8467331,Brad,Stuart,17,D,Rocky Mountain House,CAN,52.3768803,-114.9183995
ANA,20142015,8467332,Bryan,Allen,5,D,Kingston,CAN,44.230687,-76.481323
WSH,20062007,8467333,Rico,Fata,22,L,Sault Ste. Marie,CAN,46.5126554,-84.3330301
MTL,20142015,8467334,Manny,Malhotra,20,C,Mississauga,CAN,43.5896231,-79.6443879
ANA,20112012,8467335,Mark,Bell,28,C,St. Pauls,CAN,45.4203137,-62.5691515
MIN,20132014,8467336,Mike,Rupp,27,L,Cleveland,USA,41.4996574,-81.6936772
STL,20032004,8467337,Jeff,Heerema,9,R,Thunder Bay,CAN,48.406414,-89.259796
COL,20152016,8467338,Alex,Tanguay,40,L,Ste-Justine,CAN,46.410405,-70.348206
CAR,20022003,8467340,Patrick,Desrochers,30,G,Penetang,CAN,44.7717833,-79.936567
LAK,20032004,8467341,Mathieu,Chouinard,46,G,Laval,CAN,45.5757802,-73.7530656
PHI,20052006,8467342,Eric,Chouinard,15,C,Atlanta,USA,33.7489924,-84.3902644
NJD,20092010,8467343,Martin,Skoula,28,D,Litomerice,CZE,50.5340795,14.1317985
LAK,20142015,8467344,Robyn,Regehr,44,D,Recife,BRA,-8.0584933,-34.8848193
WSH,20052006,8467345,Mathieu,Biron,34,D,Lac-St-Charles,CAN,46.908295,-71.376457
BOS,20142015,8467346,Simon,Gagne,12,L,Ste. Foy,CAN,46.7743268,-71.2994438
PIT,20032004,8467347,Milan,Kraft,14,C,Plzen,CZE,49.7477415,13.3775249
CBJ,20082009,8467348,Christian,Backman,5,D,Gothenburg,SWE,57.7072326,11.9670171
DET,20052006,8467349,Jiri,Fischer,2,D,Horovice,CZE,49.8363239,13.902867
TOR,20082009,8467350,Mike,Van Ryn,26,D,London,CAN,42.9832406,-81.243372
OTT,20152016,8467351,Scott,Gomez,23,C,Anchorage,USA,61.108815,-149.3893053
NJD,20072008,8467352,Vitaly,Vishnevski,2,D,Kharkov,UKR,49.9923181,36.2310146
WPG,20122013,8467353,Nik,Antropov,80,C,Ust-Kamenogorsk,KAZ,49.9563911,82.6263007
NYR,20082009,8467354,Dmitri,Kalinin,45,D,Chelyabinsk,RUS,55.1559312,61.4012726
NJD,20092010,8467355,Andrew,Peters,25,L,St. Catharines,CAN,43.1579812,-79.2441003
NSH,20062007,8467356,Ramzi,Abid,14,L,Montréal,CAN,45.5031824,-73.5698065
OTT,20092010,8467357,Jonathan,Cheechoo,41,R,Moose Factory,CAN,51.2602173,-80.6032819
FLA,20032004,8467358,Kyle,Rossiter,36,D,Edmonton,CAN,53.5462055,-113.491241
VAN,20032004,8467359,Artem,Chubarov,13,C,Novgorod Gorod,RUS,56.3264816,44.0051395
WSH,20052006,8467360,Stephen,Peat,51,R,Princeton,CAN,49.460459,-120.507973
PHI,20102011,8467361,Blair,Betts,11,C,Edmonton,CAN,53.5462055,-113.491241
CBJ,20012002,8467362,Chris,Nielsen,22,R,Moshi,TAN,-3.3486456,37.3435249
FLA,20032004,8467363,Christian,Berglund,27,L,Orebro,SWE,59.2747287,15.2151181
BOS,20062007,8467364,Philippe,Sauve,35,G,Buffalo,USA,42.8867166,-78.8783922
