Team,Season,id,firstName,lastName,sweaterNumber,positionCode,city,country,latitude,longitude
FLA,20022003,8449295,Stephane,Matteau,32,L,Rouyn,CAN,48.2382498,-79.0201438
MTL,20022003,8449450,Randy,Mckay,21,R,Montréal,CAN,45.5031824,-73.5698065
NYR,20002001,8449474,Kirk,McLean,30,G,Willowdale,CAN,43.7615095,-79.4109234
NSH,20032004,8449477,Jim,McKenzie,19,L,Gull Lake,CAN,50.0958306,-108.4829951
DAL,20012002,8449499,John,MacLean,51,R,Oshawa,CAN,43.8975558,-78.8635324
ATL,20062007,8449545,Scott,Mellanby,19,R,Montréal,CAN,45.5031824,-73.5698065
NYR,20032004,8449573,Mark,Messier,11,C,Edmonton,CAN,53.5462055,-113.491241
DET,20032004,8449607,Kevin,Miller,28,C,Lansing,USA,42.7337712,-84.5553805
WSH,20032004,8449633,Kip,Miller,14,C,Lansing,USA,42.7337712,-84.5553805
DET,20102011,8449645,Mike,Modano,90,C,Livonia,USA,42.36837,-83.3527097
NJD,20052006,8449654,Alexander,Mogilny,89,R,Khabarovsk,RUS,51.6312684,136.121524
DAL,20022003,8449740,Kirk,Muller,22,L,Kingston,CAN,44.230687,-76.481323
DET,20002001,8449745,Larry,Murphy,55,D,Scarborough,CAN,43.7729744,-79.2576479
WSH,20002001,8449751,Joe,Murphy,9,R,London,CAN,42.9832406,-81.243372
BOS,20012002,8449754,Gord,Murphy,5,D,Willowdale,CAN,43.7615095,-79.4109234
EDM,20062007,8449807,Petr,Nedved,93,C,Liberec,CZE,50.7702648,15.0583947
FLA,20062007,8449893,Joe,Nieuwendyk,25,C,Oshawa,CAN,43.8975558,-78.8635324
MIN,20092010,8449895,Owen,Nolan,11,R,Belfast,GBR,54.596391,-5.9301829
BOS,20012002,8449902,Jeff,Norton,5,D,Acton,USA,34.4807415,-118.1868379
BUF,20082009,8449924,Teppo,Numminen,27,D,Tampere,FIN,61.4980214,23.7603118
EDM,20032004,8449951,Adam,Oates,77,C,Weston,CAN,43.7000465,-79.5127589
PIT,20052006,8449957,Lyle,Odelein,24,D,Quill Lake,CAN,52.0725531,-104.253704
MTL,20012002,8449961,Gino,Odjick,29,L,Maniwaki,CAN,46.3778839,-75.9807967
ANA,20022003,8449971,Fredrik,Olausson,2,D,Dadesjo,SWE,57.0108336,15.1062151
BUF,20032004,8450223,James,Patrick,3,D,Winnipeg,CAN,49.8955367,-97.1384584
PHI,20002001,8450357,Michel,Picard,42,L,Beauport,CAN,46.9071105,-71.2127969
STL,20012002,8450389,Rich,Pilon,47,D,Saskatoon,CAN,52.131802,-106.660767
PHI,20052006,8450550,Keith,Primeau,25,C,Toronto,CAN,43.6534817,-79.3839347
CHI,20012002,8450561,Bob,Probert,24,L,Windsor,CAN,42.3167397,-83.0373389
MTL,20032004,8450620,Stephane,Quintal,5,D,Boucherville,CAN,45.6050197,-73.4526144
PHI,20022003,8450653,Paul,Ranheim,18,L,St. Louis,USA,38.6280278,-90.1910154
OTT,20032004,8450678,Rob,Ray,32,R,Stirling,CAN,49.503059,-112.525082
BOS,20102011,8450725,Mark,Recchi,28,R,Kamloops,CAN,50.6758269,-120.339415
CHI,20012002,8450742,Joe,Reekie,23,D,Victoria,CAN,48.4283182,-123.364953
TOR,20032004,8450767,Robert,Reichel,21,C,Litvinov,CZE,50.6009532,13.6110485
COL,20002001,8450773,Dave,Reid,14,L,Toronto,CAN,43.6534817,-79.3839347
PHX,20062007,8450817,Mike,Ricci,40,C,Scarborough,CAN,43.7729744,-79.2576479
OTT,20082009,8450824,Luke,Richardson,2,D,Ottawa,CAN,45.4208777,-75.6901106
NJD,20012002,8450825,Stephane,Richer,44,R,Ripon,CAN,45.7831185,-75.0997632
NYR,20022003,8450833,Mike,Richter,35,G,Abington,USA,42.1048228,-70.9453218
TBL,20082009,8450900,Gary,Roberts,10,L,North York,CAN,43.7543311,-79.4491091
LAK,20052006,8450941,Luc,Robitaille,20,L,Montréal,CAN,45.5031824,-73.5698065
SJS,20082009,8450978,Jeremy,Roenick,27,C,Boston,USA,42.3554334,-71.060511
NYI,20032004,8451005,Cliff,Ronning,77,C,Burnaby,CAN,49.2433804,-122.972545
COL,20022003,8451033,Patrick,Roy,33,G,Québec,CAN,52.4760892,-71.8258668
TBL,20032004,8451059,Darren,Rumble,38,D,Barrie,CAN,44.3893208,-79.6901302
PHI,20022003,8451093,Joe,Sacco,15,L,Medford,USA,42.4184296,-71.1061639
COL,20082009,8451101,Joe,Sakic,19,C,Burnaby,CAN,49.2433804,-122.972545
VAN,20092010,8451224,Mathieu,Schneider,27,D,New York City,USA,40.7127281,-74.0060152
NJD,20082009,8451302,Brendan,Shanahan,14,R,Mimico,CAN,43.6166773,-79.4968048
MTL,20002001,8451333,Darryl,Shannon,29,D,Barrie,CAN,44.3893208,-79.6901302
NYI,20082009,8451359,Mike,Sillinger,18,C,Regina,CAN,50.4479733,-104.6158764
PHI,20012002,8451392,Jarrod,Skalde,18,C,Niagara Falls,CAN,43.1065603,-79.0639039
CGY,20002001,8451558,Steve,Smith,55,D,Glasgow,GBR,55.861155,-4.2501687
NYI,20002001,8451673,Mike,Stapleton,9,C,Sarnia,CAN,42.9743821,-82.403533
PIT,20012002,8451711,Kevin,Stevens,25,L,Brockton,USA,42.0834335,-71.0183787
NJD,20032004,8451715,Scott,Stevens,4,D,Kitchener,CAN,43.451291,-80.4927815
VAN,20082009,8451774,Mats,Sundin,13,C,Bromma,SWE,59.339769,17.9395411
TBL,20002001,8451789,Petr,Svoboda,23,D,Most,CZE,50.5032737,13.636112
CGY,20002001,8451793,Ron,Sutter,20,C,Viking,CAN,53.0972884,-111.7771466
SJS,20012002,8451804,Gary,Suter,20,D,Madison,USA,43.074761,-89.3837613
NYI,20012002,8451805,Ken,Sutton,6,D,Edmonton,CAN,53.5462055,-113.491241
DAL,20032004,8451819,Don,Sweeney,32,D,St. Stephen,CAN,45.1926679,-67.2760077
DAL,20032004,8451837,Ron,Tugnutt,31,G,Scarborough,CAN,43.7729744,-79.2576479
NJD,20002001,8451860,Chris,Terreri,30,G,Providence,USA,41.8239891,-71.4128343
DET,20032004,8451898,Steve,Thomas,32,R,Stockport,GBR,53.407901,-2.160243
PHI,20012002,8451925,Rick,Tocchet,92,R,Scarborough,CAN,43.7729744,-79.2576479
LAK,20072008,8451972,Scott,Thornton,27,L,London,CAN,42.9832406,-81.243372
COL,20062007,8451991,Pierre,Turgeon,87,C,Rouyn,CAN,48.2382498,-79.0201438
OTT,20032004,8452147,Shaun,Van Allen,22,C,Calgary,CAN,51.0456064,-114.057541
NJD,20012002,8452157,John,Vanbiesbrouck,34,G,Detroit,USA,42.3315509,-83.0466403
CHI,20022003,8452161,Garry,Valk,15,L,Edmonton,CAN,53.5462055,-113.491241
DAL,20012002,8452216,Pat,Verbeek,16,R,Sarnia,CAN,42.9743821,-82.403533
CGY,20012002,8452217,Mike,Vernon,29,G,Calgary,CAN,51.0456064,-114.057541
MIN,20072008,8452285,Wes,Walz,37,C,Calgary,CAN,51.0456064,-114.057541
STL,20052006,8452353,Eric,Weinrich,8,D,Roanoke,USA,37.270973,-79.9414313
CAR,20072008,8452371,Glen,Wesley,2,D,Red Deer,CAN,52.2690628,-113.8141464
CGY,20012002,8452440,Kay,Whitmore,31,G,Sudbury,CAN,46.49272,-80.991211
WSH,20002001,8452557,Terry,Yake,25,C,New Westminster,CAN,49.2067726,-122.9108818
STL,20052006,8452569,Scott,Young,48,R,Clinton,USA,41.2711458,-77.6984481
DET,20052006,8452578,Steve,Yzerman,19,C,Cranbrook,CAN,49.5107477,-115.7672772
WSH,20012002,8452695,Rob,Zettler,24,D,Sept-Iles,CAN,50.2109579,-66.3790642
PHX,20002001,8455413,Mika,Alatalo,18,L,Oulu,FIN,65.0118734,25.4716809
CGY,20062007,8455429,Tony,Amonte,10,R,Hingham,USA,42.2417669,-70.8897676
CGY,20002001,8455447,Niklas,Andersson,25,L,Kungalv,SWE,57.8707951,11.9799616
CHI,20002001,8455479,Blair,Atcheynum,15,R,Estevan,CAN,49.1428076,-102.991075
SJS,20012002,8455505,Steve,Bancroft,8,D,Toronto,CAN,43.6534817,-79.3839347
DAL,20072008,8455521,Stu,Barnes,14,C,Spruce Grove,CAN,53.545204,-113.903503
NYI,20002001,8455564,Jesse,Belanger,44,C,St-Georges De Beauce,CAN,46.122987,-70.671959
PIT,20002001,8455575,Josef,Beranek,18,L,Litvinov,CZE,50.6009532,13.6110485
MIN,20032004,8455653,Brad,Bombardir,5,D,Powell River,CAN,49.835676,-124.524412
COL,20052006,8455666,Bob,Boughner,6,D,Windsor,CAN,42.3167397,-83.0373389
STL,20142015,8455710,Martin,Brodeur,30,G,Montréal,CAN,45.5031824,-73.5698065
NYR,20022003,8455738,Pavel,Bure,9,R,Moscow,RUS,55.625578,37.6063916
ANA,20032004,8455763,Dan,Bylsma,21,L,Grand Haven,USA,43.0630734,-86.2283864
MIN,20072008,8455805,Keith,Carney,3,D,Providence,USA,41.8239891,-71.4128343
MTL,20002001,8455875,Enrico,Ciccone,39,D,Montréal,CAN,45.5031824,-73.5698065
CGY,20102011,8455919,Craig,Conroy,24,C,Potsdam,USA,44.6697996,-74.9813349
COL,20032004,8455984,Jim,Cummins,17,R,Dearborn,USA,42.3222599,-83.1763145
ATL,20032004,8455994,Byron,Dafoe,34,G,Sussex,GBR,51.0,-0.416667
CBJ,20002001,8456000,Kevin,Dahl,23,D,Regina,CAN,50.4479733,-104.6158764
CHI,20002001,8456024,Kevin,Dean,6,D,Madison,USA,43.074761,-89.3837613
CHI,20022003,8456031,Louie,Debrusk,33,L,Cambridge,CAN,43.3600536,-80.3123023
BOS,20032004,8456087,Ted,Donato,40,L,Boston,USA,42.3554334,-71.060511
PHI,20072008,8456100,Jim,Dowd,34,C,Brick,USA,35.430289,-93.67697
DET,20072008,8456106,Dallas,Drake,17,R,Trail,CAN,49.0945296,-117.7097659
TBL,20002001,8456117,Stan,Drulia,20,R,Elmira,USA,42.0897965,-76.8077338
CBJ,20002001,8456118,Ted,Drury,12,C,Boston,USA,42.3554334,-71.060511
STL,20022003,8456121,Steve,Dubinsky,18,R,Montréal,CAN,45.5031824,-73.5698065
NYI,20062007,8456137,Mike,Dunham,1,G,Johnson City,USA,36.3134398,-82.3534728
MTL,20032004,8456149,Karl,Dykhuis,28,D,Sept-Iles,CAN,50.2109579,-66.3790642
CGY,20012002,8456153,Dallas,Eakins,4,D,Dade City,USA,28.3647248,-82.1959178
PIT,20032004,8456156,Mike,Eastwood,20,C,Ottawa,CAN,45.4208777,-75.6901106
FLA,20002001,8456182,David,Emma,43,C,Cranston,USA,41.779588,-71.4366813
NSH,20022003,8456264,Wade,Flaherty,30,G,Terrace,CAN,54.5172715,-128.599548
COL,20102011,8456283,Adam,Foote,52,D,Toronto,CAN,43.6534817,-79.3839347
NYR,20032004,8456361,Ken,Gernander,12,R,Coleraine,USA,47.28883,-93.427708
ANA,20062007,8456430,Travis,Green,39,C,Castlegar,CAN,49.316171,-117.663574
WSH,20032004,8456455,John,Gruden,17,D,Virginia,USA,37.1232245,-78.4927721
PIT,20092010,8456464,Bill,Guerin,13,R,Worcester,USA,42.2625621,-71.8018877
CBJ,20012002,8456512,Brett,Harkins,42,L,North Ridgeville,USA,41.3894905,-82.0190321
ATL,20012002,8456514,David,Harlock,6,D,Toronto,CAN,43.6534817,-79.3839347
PHI,20072008,8456531,Derian,Hatcher,2,D,Sterling Heights,USA,42.5803122,-83.0302033
NSH,20012002,8456533,Brett,Hauer,5,D,Edina,USA,44.8897027,-93.3501222
ANA,20082009,8456547,Bret,Hedican,3,D,St. Paul,USA,44.9497487,-93.0931028
LAK,20022003,8456556,Steve,Heinze,57,R,Lawrence,USA,38.9719137,-95.2359403
COL,20032004,8456567,Darby,Hendrickson,7,C,Richfield,USA,44.8766431,-93.2877877
TBL,20082009,8456588,Jamie,Heward,23,D,Regina,CAN,50.4479733,-104.6158764
MIN,20072008,8456595,Sean,Hill,6,D,Duluth,USA,46.7729322,-92.1251218
CAR,20032004,8456692,Arturs,Irbe,1,G,Riga,LAT,56.9493977,24.1051846
ANA,20032004,8456729,Craig,Johnson,27,L,St. Paul,USA,44.9497487,-93.0931028
NSH,20052006,8456734,Greg,Johnson,22,C,Thunder Bay,CAN,48.406414,-89.259796
PHI,20002001,8456745,Keith,Jones,20,R,Brantford,CAN,43.1408157,-80.2631733
MTL,20032004,8456760,Joe,Juneau,90,C,Pont-Rouge,CAN,46.756563,-71.697807
DAL,20012002,8456770,Valeri,Kamensky,13,L,Voskresensk,RUS,55.322518,38.6816824
FLA,20052006,8456793,Alexander,Karpovtsev,7,D,Moscow,RUS,55.625578,37.6063916
TOR,20032004,8456830,Trevor,Kidd,37,G,Dugald,CAN,49.8857175,-96.8428231
ANA,20022003,8456848,Patric,Kjellberg,18,L,Trelleborg,SWE,55.37592,13.1461522
LAK,20032004,8456849,Trent,Klatt,26,R,Robbinsdale,USA,45.0313156,-93.3395843
ANA,20082009,8456850,Ken,Klee,2,D,Indianapolis,USA,39.7683331,-86.1583502
LAK,20072008,8456852,Jon,Klemm,25,D,Cranbrook,CAN,49.5107477,-115.7672772
CBJ,20032004,8456857,Espen,Knutsen,21,C,Oslo,NOR,59.9133301,10.7389701
BOS,20002001,8456882,Andrei,Kovalenko,51,R,Balakovo,RUS,52.01812,47.819141
ATL,20092010,8456887,Vyacheslav,Kozlov,13,L,Voskresensk,RUS,55.322518,38.6816824
SJS,20002001,8456903,Paul,Kruse,29,L,Merritt,CAN,50.1124876,-120.7884149
NYR,20002001,8456933,Eric,Lacroix,28,L,Montréal,CAN,45.5031824,-73.5698065
PHX,20092010,8456966,Robert,Lang,20,C,Teplice,CZE,50.6406644,13.8244461
FLA,20012002,8457003,Paul,Laus,3,D,Beamsville,CAN,43.1654577,-79.4751839
DET,20112012,8457063,Nicklas,Lidstrom,5,D,Vasteras,SWE,59.6110992,16.5463679
NJD,20052006,8457191,Vladimir,Malakhov,2,D,Sverdlovskurg,RUS,60.0,100.0
PIT,20022003,8457203,Kent,Manderville,26,C,Edmonton,CAN,53.5462055,-113.491241
ANA,20052006,8457222,Jason,Marshall,6,D,Cranbrook,CAN,49.5107477,-115.7672772
DET,20092010,8457261,Brad,May,24,L,Toronto,CAN,43.6534817,-79.3839347
LAK,20022003,8457264,Chris,Mcalpine,38,D,Roseville,USA,38.7521235,-121.2880059
BOS,20052006,8457297,Shawn,McEachern,17,L,Waltham,USA,42.3756401,-71.2358004
BOS,20022003,8457319,Marty,Mcinnis,10,L,Weymouth,USA,42.2212188,-70.9391625
VAN,20072008,8457384,Aaron,Miller,4,D,Buffalo,USA,42.8867166,-78.8783922
LAK,20072008,8457403,Jaroslav,Modry,44,D,České Budějovice,CZE,48.9747357,14.474285
ANA,20062007,8457421,Ian,Moran,18,D,Cleveland,USA,41.4996574,-81.6936772
NJD,20012002,8457491,Sergei,Nemchinov,12,L,Moscow,RUS,55.625578,37.6063916
MIN,20002001,8457511,Jeff,Nielsen,19,R,Grand Rapids,USA,42.9632425,-85.6678639
ATL,20022003,8457566,Jeff,Odgers,20,R,Spy Hill,CAN,50.603596,-101.6866847
STL,20032004,8457646,Scott,Pellerin,18,L,Shediac,CAN,46.219454,-64.5492146
OTT,20012002,8457661,Ricard,Persson,27,D,Ostersund,SWE,63.1793655,14.6357061
FLA,20012002,8457681,Lance,Pitlick,2,D,Minneapolis,USA,44.9772995,-93.2654692
PHI,20002001,8457686,Derek,Plante,38,C,Cloquet,USA,46.7217279,-92.4613669
STL,20022003,8457704,Shjon,Podein,25,L,Rochester,USA,43.157285,-77.615214
BOS,20002001,8457706,Peter,Popovic,23,D,Köping,SWE,59.5137434,15.9970475
BOS,20032004,8457714,Felix,Potvin,29,G,Anjou,CAN,45.6048982,-73.5466723
PHX,20032004,8457783,Todd,Reirden,2,D,Deerfield,USA,42.1711365,-87.8445119
TOR,20032004,8457785,Mikael,Renberg,19,R,Pitea,SWE,65.3134652,21.4900252
ATL,20012002,8457791,Damian,Rhodes,1,G,St. Paul,USA,44.9497487,-93.0931028
MTL,20002001,8457805,Barry,Richter,38,D,Madison,USA,43.074761,-89.3837613
ANA,20002001,8457866,Dominic,Roussel,30,G,Hull,CAN,45.4405842,-75.7326823
EDM,20072008,8457921,Geoff,Sanderson,8,L,Hay River,CAN,60.8155874,-115.7866099
NJD,20032004,8457969,Corey,Schwab,35,G,North Battleford,CAN,52.776186,-108.300476
ANA,20132014,8457981,Teemu,Selanne,8,R,Helsinki,FIN,60.1674881,24.9427473
MIN,20072008,8458031,Chris,Simon,11,L,Wawa,CAN,47.9929283,-84.7740199
PIT,20032004,8458036,Reid,Simpson,33,L,Flin Flon,CAN,54.760182,-101.8614175
PHI,20032004,8458048,John,Slaney,45,D,St. John's,CAN,47.5614705,-52.7126162
BOS,20052006,8458052,Jiri,Slegr,71,D,Jihlava,CZE,49.396064,15.5903065
NJD,20022003,8458058,Richard,Smehlik,2,D,Ostrava,CZE,49.8349139,18.2820084
MTL,20072008,8458069,Bryan,Smolinski,20,C,Toledo,USA,41.6529143,-83.5378173
NYI,20052006,8458075,Garth,Snow,30,G,Wrentham,USA,42.0667652,-71.3281114
PHI,20052006,8458125,Turner,Stevenson,27,R,Prince George,CAN,53.9128645,-122.7453699
MIN,20002001,8458126,Cameron,Stewart,21,L,Kitchener,CAN,43.451291,-80.4927815
PHX,20012002,8458155,Mike,Sullivan,26,C,Marshfield,USA,44.6662287,-90.1740313
STL,20092010,8458172,Darryl,Sydor,44,D,Edmonton,CAN,53.5462055,-113.491241
